gameid,objectSet,text
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,6,drag the eraser up
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,4,drag the measuring cup down
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,1,drag the sunglasses to the right
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,5,drag the brush to the left
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,3,drag the cassette tape downwards
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,2,drag the lettered cube to the left
7243-acd434ec-b5d6-4d4e-8c98-bc4cdb2b00ec,8,drag the mouse upwards
7744-d41dd430-a713-4edf-a863-c1cde5455560,1,Move the sunglasses to the right one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,8,Move the mouse up one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,4,Move the pyrex measuring glass with the handle down one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,3,Move the cassette tape down one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,2,Move the toy block left one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,7,Move the red candle in a candle holder down one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,5,Move the hairbrush with two lines on the handle to the left one space~~~
7744-d41dd430-a713-4edf-a863-c1cde5455560,6,Move the Expo eraser up one space~~~
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,5,move the brush to the left one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,7,move the candle down one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,1,move the sunglasses right one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,4,move the measuring cup down one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,8,move the mouse up one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,3,move cassette tape down one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,2,move the B block left one square
7782-9f4edcd8-c073-4cec-875f-4681dcc3e900,6,move eraser up one square
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,2,move the B block one to the left
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,4,move the measuring cup down one square
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,6,move the expo eraser up one
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,3,move the cassette tape down one
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,7,move the red candlestick holder down one move the top left box down one are you there
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,1,move the sunglasses one to the right
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,5,move the brush one to the left
8181-5b943f79-f3a7-4b00-9e30-648b53212d3a,8,move the computer mouse up one
8402-2678755e-7482-47f0-9372-0cdd1303303c,8,move the mouse up
8402-2678755e-7482-47f0-9372-0cdd1303303c,6,expo up
8402-2678755e-7482-47f0-9372-0cdd1303303c,5,brush left
8402-2678755e-7482-47f0-9372-0cdd1303303c,7,red candle down
8402-2678755e-7482-47f0-9372-0cdd1303303c,2,cube B left
8402-2678755e-7482-47f0-9372-0cdd1303303c,3,cassette down
8402-2678755e-7482-47f0-9372-0cdd1303303c,1,shades right
8402-2678755e-7482-47f0-9372-0cdd1303303c,4,pyrex down
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,2,block left one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,6,eraser up one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,8,computer mouse up one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,3,cassette tape down one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,5,brown hairbrush left one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,4,pyrex measuring cup down one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,7,red candle down one square
8710-e4a804cd-2869-4e25-b1fe-c0c276bc494c,1,black sunglasses right one square
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,1,Move the sunglasses to the right
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,2,Move the blue block left
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,5,Move the lint brush (?) left
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,7,Move the candle down
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,8,Move the mouse up
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,3,Move the tape cassette down
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,6,Move the expo eraser up
8834-ddbb439f-b8ec-4e20-8bf0-07bbfe5bb277,4,Move the larger measuring cup down
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,7,"the candel needs to move down one, above the curtain"
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,1,The sunglasses need to move toward the red curtain on its level
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,8,move the computer mouse up 1
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,5,move the hairbrush on the bottom towards the gold ring on the same level
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,2,move the blue B.block toward the red curtan on the same level
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,6,move the grey whiteboard eraser up 1
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,4,move the glass measuing cup down one into the red curtan
9075-90e715e1-6ed3-4c5d-931a-00a4ea65040f,3,move the cassette tape down 1
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,4,move the measuring glass down one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,6,move the expo eraser up one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,2,move the block with the B on top to the left one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,3,move the cassette tape down one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,7,move the red candle on the stand down one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,8,move the silver (gray?) computer mouse up one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,1,move the black sunglasses right one square
9364-1c5f814f-a77f-4f6f-ba61-eff48aae848d,5,move the black round brush with the wooden handle to the left one square
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,2,Move the alphabet block to one cell to my left
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,6,move the bundle which is near the feather to one cell up
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,4,move the measuring pyrex cup to one cell down
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,7,move the lighted red candle in the top corner to one cell down
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,8,move the silver mouse to one cell up
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,1,move the black sunglasses to one cell to my right
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,3,move the cassette recorder to one cell down
9374-45c200ac-fc35-406f-a1bb-ad2c4d35b4fc,5,move the round hair brush to one cell to my left
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,4,Move C4 to D4
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,1,move D3 to D4
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,3,move A3 to B3
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,2,move C4 to C3
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,7,Move A1 to B1
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,5,move D3 to D2
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,6,D2 to C2
9457-4189cc9b-a82b-4db9-828d-bf90d1987aee,8,C4 to B4
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,2,drag the cube w/ the B one box to the left
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,3,drag the cassette tape one box below where it is now
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,5,move the audio adapter one box to the left
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,1,move the sunglasses one square to the right
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,8,move the computer mouse up one square
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,4,move the measuring cup down one square
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,7,move the red candlestick down one square
9696-71907a9b-6b17-48d9-83a5-dcd44739991e,6,move the chalkboard eraser up one square
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,8,computer up click
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,7,red down
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,2,baby blue left
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,4,handle cup down
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,3,down music
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,1,eyes right
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,5,hair left
9774-a14f9086-ba45-44ee-a5f7-9b5f0703c41e,6,box up
